,creditscore,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,France,Germany,Spain
2303,617,0,58,3,119024.75,2,True,False,35199.24,True,0,1,0
2304,651,1,35,7,74623.5,3,True,False,129451.29,True,1,0,0
2305,637,0,45,2,157929.45,1,True,True,145134.49,True,0,0,1
2306,554,0,26,7,92606.86,2,True,False,192709.69,False,1,0,0
2307,731,1,35,5,127862.93,2,True,False,139083.7,False,0,1,0
2308,569,0,42,1,0.0,1,True,True,83629.6,True,0,0,1
2309,625,0,37,4,142711.81,1,True,False,35625.41,False,0,1,0
2310,592,0,38,4,0.0,2,True,False,35338.96,False,1,0,0
2311,669,1,43,1,163159.85,1,False,True,15602.8,False,1,0,0
2312,663,1,32,3,108586.86,1,True,True,182355.21,False,0,1,0
2313,518,0,41,5,110624.99,1,True,False,89327.67,False,0,1,0
2314,686,0,43,5,154846.24,2,True,True,151903.6,False,0,1,0
2315,709,1,45,4,122917.71,1,True,True,11.58,True,0,1,0
2316,571,0,33,9,0.0,2,False,True,77519.62,False,1,0,0
2317,707,0,31,2,82787.93,2,False,False,91423.69,False,1,0,0
2318,701,1,32,5,102500.34,1,False,False,106287.77,False,0,1,0
2319,672,1,34,9,0.0,2,True,False,161800.77,False,1,0,0
2320,620,1,39,9,159492.79,1,True,False,80582.34,True,0,1,0
2321,557,1,48,10,0.0,2,True,True,185094.48,False,0,0,1
2322,648,0,54,7,118241.02,1,True,False,172586.89,True,0,0,1
2323,479,0,35,2,113090.4,1,True,False,195649.79,False,1,0,0
2324,730,0,22,9,65763.57,1,True,True,145792.01,False,1,0,0
2325,737,0,43,1,125537.38,1,True,False,138510.01,True,0,1,0
2326,616,1,31,3,94263.91,2,True,False,168895.06,False,1,0,0
2327,639,1,29,4,133434.57,2,True,False,97983.44,False,0,0,1
2328,815,0,39,6,0.0,1,True,True,85167.88,False,0,0,1
2329,786,1,31,9,0.0,2,True,True,18210.36,False,0,0,1
2330,549,1,50,9,94748.76,2,False,True,13608.18,False,1,0,0
2331,622,0,38,4,98640.74,1,True,True,110457.99,False,1,0,0
2332,624,1,26,9,74681.9,2,False,False,31231.35,False,1,0,0
2333,841,1,34,4,0.0,2,True,False,141582.66,False,1,0,0
2334,614,0,41,7,179915.85,1,False,False,14666.35,True,0,0,1
2335,676,1,30,1,128207.23,1,True,True,55400.17,False,1,0,0
2336,697,1,42,9,132739.26,2,False,False,174667.65,False,1,0,0
2337,732,0,40,10,0.0,2,True,False,154189.08,False,1,0,0
2338,623,1,27,4,120509.81,1,False,False,142170.44,False,1,0,0
2339,541,1,37,4,124547.13,2,True,False,94499.06,False,1,0,0
2340,773,0,39,4,0.0,2,False,True,182081.45,False,0,0,1
2341,762,1,34,4,88815.56,2,True,False,68562.26,True,0,1,0
2342,655,0,35,1,82231.51,1,True,False,88798.02,False,0,0,1
2343,602,1,32,7,184715.86,2,True,False,113781.99,False,0,1,0
2344,850,1,31,3,0.0,2,True,False,121866.87,False,1,0,0
2345,649,1,51,4,0.0,1,True,True,150390.57,False,0,0,1
2346,543,1,43,9,0.0,2,True,True,78858.07,False,1,0,0
2347,672,1,52,8,170008.84,1,False,False,56407.42,True,1,0,0
2348,600,0,27,3,0.0,2,False,True,125698.97,False,1,0,0
2349,671,0,34,10,0.0,1,True,False,23235.38,False,0,0,1
2350,706,0,42,8,95386.82,1,True,True,75732.25,False,0,0,1
2351,541,1,51,7,90373.28,2,True,False,179861.79,False,0,1,0
2352,711,1,34,4,133467.77,2,True,True,42976.64,False,0,1,0
2353,630,1,30,3,0.0,2,False,True,10486.69,False,0,0,1
2354,531,1,31,3,96288.26,1,True,False,56794.73,False,1,0,0
2355,641,0,26,4,91547.84,2,False,True,28157.34,False,1,0,0
2356,631,1,37,8,138292.64,2,False,False,152422.91,True,0,1,0
2357,685,1,35,9,0.0,1,True,False,167033.83,False,1,0,0
2358,708,0,43,0,118994.84,1,True,False,181499.77,True,0,1,0
2359,653,1,55,7,0.0,2,True,True,41967.03,False,0,0,1
2360,654,1,37,2,145610.07,2,False,False,186300.59,False,0,1,0
2361,596,0,33,1,138162.81,1,True,False,85412.54,False,1,0,0
2362,549,0,31,9,135020.21,2,True,True,23343.18,False,0,1,0
2363,754,1,38,2,0.0,2,True,False,180698.32,False,1,0,0
2364,815,0,25,8,135161.67,1,True,True,136071.05,False,0,1,0
2365,556,0,52,9,0.0,1,True,False,175149.2,True,1,0,0
2366,706,1,32,6,94486.47,1,True,True,146949.74,False,1,0,0
2367,850,1,46,9,117640.39,1,True,False,88920.68,False,1,0,0
2368,732,0,33,8,111379.55,1,True,True,45098.62,False,0,0,1
2369,614,1,40,6,0.0,1,True,True,20339.79,True,1,0,0
2370,580,0,57,0,136820.99,1,False,True,108528.74,False,0,0,1
2371,593,0,46,7,98752.51,1,True,False,145560.38,False,1,0,0
2372,653,0,25,2,158266.42,3,True,True,199357.24,False,0,1,0
2373,746,0,29,4,105599.67,1,True,True,43106.17,False,1,0,0
2374,662,0,29,10,0.0,2,True,False,137508.31,False,1,0,0
2375,573,1,31,2,0.0,2,True,True,91957.39,False,1,0,0
2376,684,0,39,4,139723.9,1,True,True,120612.11,False,0,0,1
2377,793,0,41,3,141806.46,1,True,False,102921.17,False,1,0,0
2378,798,0,49,5,132571.67,1,True,True,31686.33,True,0,1,0
2379,524,1,40,2,180516.9,1,True,False,180002.42,False,1,0,0
2380,816,1,31,8,0.0,2,True,True,28407.4,False,1,0,0
2381,742,0,41,4,92805.72,1,False,True,73743.95,True,0,1,0
2382,540,1,22,4,0.0,3,True,True,186233.26,True,1,0,0
2383,537,1,39,3,135309.36,1,True,False,31728.86,True,0,1,0
2384,759,0,74,6,128917.84,1,True,True,48244.64,False,0,0,1
2385,774,0,52,2,56580.93,1,True,False,113266.28,True,1,0,0
2386,608,1,42,8,131390.75,2,True,False,71178.09,False,0,1,0
2387,704,1,37,4,0.0,2,False,False,25684.93,False,0,0,1
2388,581,1,41,8,0.0,2,False,False,29737.14,False,1,0,0
2389,628,0,61,1,97361.66,1,True,True,149922.38,True,0,1,0
2390,566,0,42,6,0.0,1,True,False,180702.12,True,1,0,0
2391,701,1,59,7,0.0,2,False,True,27597.59,False,0,0,1
2392,735,1,29,10,0.0,2,True,True,95025.27,False,0,0,1
2393,680,0,34,1,0.0,2,True,False,167035.07,False,1,0,0
2394,560,1,57,0,0.0,2,False,True,116781.71,False,1,0,0
2395,663,0,29,4,102714.65,2,False,False,21170.81,False,0,1,0
2396,665,0,34,5,67816.72,1,True,True,29641.58,False,1,0,0
2397,758,1,51,8,81710.46,1,True,True,116520.07,False,1,0,0
2398,621,1,26,2,75237.54,1,False,True,44220.4,False,1,0,0
2399,764,1,28,10,124023.18,1,True,False,166188.28,False,0,1,0
2400,537,0,46,5,100727.5,1,False,True,140857.76,True,0,1,0
2401,589,0,46,10,107238.85,2,True,False,37024.28,False,1,0,0
2402,555,1,24,5,0.0,2,True,False,27513.47,False,1,0,0
2403,734,0,29,0,139994.66,1,True,False,17744.72,False,1,0,0
2404,783,0,59,9,126224.87,1,True,True,4423.63,False,0,0,1
2405,678,0,51,1,145751.03,1,False,False,109718.44,True,0,1,0
2406,661,1,47,5,0.0,1,False,True,107243.31,True,1,0,0
2407,607,0,25,4,121166.89,1,False,True,115288.24,False,0,0,1
2408,537,0,38,1,0.0,2,False,True,41233.97,False,0,0,1
2409,513,1,88,10,0.0,2,True,True,52952.24,False,0,0,1
2410,576,1,63,9,70655.48,1,False,False,78955.8,True,1,0,0
2411,637,1,40,8,125470.81,1,True,True,174536.17,False,1,0,0
2412,672,0,53,9,169406.33,4,True,True,147311.47,True,1,0,0
2413,629,1,32,2,0.0,2,False,True,77965.44,False,1,0,0
2414,583,1,40,4,107041.3,1,True,True,5635.63,False,0,1,0
2415,763,0,32,10,95153.77,1,False,True,81310.1,False,0,0,1
2416,516,1,32,3,145166.09,2,False,False,111421.45,False,0,1,0
2417,617,0,27,4,0.0,2,False,False,190269.21,False,1,0,0
2418,700,1,38,9,65962.63,1,True,True,100950.48,False,1,0,0
2419,727,1,36,6,140418.81,1,True,True,113033.73,True,0,1,0
2420,689,0,31,3,97240.2875,1,False,True,120663.57,False,0,0,1
2421,626,1,49,9,171787.84,2,True,False,187192.23,False,0,1,0
2422,686,1,38,6,149238.97,1,True,True,97825.23,False,1,0,0
2423,351,0,57,4,163146.46,1,True,False,169621.69,True,0,1,0
2424,739,0,37,8,0.0,2,True,False,191557.1,True,1,0,0
2425,627,1,32,5,0.0,2,True,False,103287.62,False,1,0,0
2426,451,0,38,9,61482.47,1,True,True,167538.66,False,0,1,0
2427,512,0,41,8,145150.28,1,True,False,64869.32,True,1,0,0
2428,774,0,41,5,126670.37,1,True,False,102426.06,False,1,0,0
2429,652,0,40,8,84390.8,2,False,True,107876.2,False,1,0,0
2430,638,1,37,2,89728.86,2,True,True,37294.88,False,0,1,0
2431,475,0,57,1,0.0,2,True,False,89248.99,False,1,0,0
2432,567,1,40,4,118628.8,1,False,False,91973.63,False,0,0,1
2433,750,1,37,3,0.0,2,True,False,16870.2,False,1,0,0
2434,850,1,39,6,96863.13,1,True,True,121681.19,False,1,0,0
2435,753,0,38,6,142263.45,1,False,True,33730.43,False,1,0,0
2436,683,0,36,5,0.0,2,True,False,104786.59,False,0,0,1
2437,710,0,32,3,0.0,1,True,False,94790.34,False,1,0,0
2438,645,0,37,1,0.0,2,False,False,28726.07,False,0,0,1
2439,714,1,28,6,122724.37,1,True,True,67057.27,False,1,0,0
2440,696,0,35,4,174902.26,1,True,False,69079.85,False,0,1,0
2441,612,0,26,4,0.0,2,True,True,179780.74,False,0,0,1
2442,520,0,31,3,108914.17,1,True,True,183572.39,True,0,1,0
2443,782,1,23,10,98052.66,1,True,True,142587.32,False,0,0,1
2444,666,1,37,5,123873.19,1,True,True,177844.06,False,1,0,0
2445,466,0,56,2,111920.13,3,True,False,197634.11,True,0,1,0
2446,613,1,20,3,0.0,2,True,True,149613.77,False,1,0,0
2447,718,1,37,8,0.0,2,True,True,142.81,False,1,0,0
2448,614,0,37,8,75150.34,4,False,True,131766.67,True,1,0,0
2449,711,1,38,10,0.0,2,False,False,53311.78,False,1,0,0
2450,691,0,38,5,114753.76,1,True,False,107665.02,False,0,1,0
2451,527,1,32,0,0.0,1,True,False,109523.88,False,1,0,0
2452,476,0,32,6,111871.93,1,False,False,112132.86,False,1,0,0
2453,619,0,45,0,0.0,2,False,False,113645.4,False,0,0,1
2454,607,0,37,4,135927.06,1,False,False,180890.4,False,0,1,0
2455,695,1,44,8,0.0,2,True,True,70974.13,False,0,0,1
2456,653,1,33,1,0.0,2,False,False,53379.52,False,1,0,0
2457,677,1,46,2,57037.74,1,True,True,158531.01,False,1,0,0
2458,655,0,50,10,0.0,4,True,False,179267.94,True,1,0,0
2459,625,0,52,2,79468.96,1,True,True,84606.03,False,1,0,0
2460,679,0,34,7,121063.85,1,True,False,56984.58,False,0,1,0
2461,734,1,51,1,118537.47,1,True,True,116912.45,False,1,0,0
2462,666,1,39,10,0.0,2,True,False,102999.33,False,1,0,0
2463,592,0,26,4,105082.07,2,True,False,132801.57,False,0,1,0
2464,564,1,40,4,0.0,1,True,False,85455.62,True,1,0,0
2465,814,0,36,6,0.0,2,True,True,98657.01,False,1,0,0
2466,592,1,36,2,104702.65,2,True,False,107948.72,False,0,1,0
2467,758,0,50,2,95813.76,3,True,True,67944.09,True,1,0,0
2468,612,0,62,0,167026.61,2,True,True,192892.05,False,0,0,1
2469,498,1,61,7,102453.26,1,True,False,187247.56,True,0,1,0
2470,638,1,25,4,148045.45,2,True,True,114722.42,False,0,1,0
2471,558,1,35,1,0.0,2,False,False,111687.57,False,1,0,0
2472,756,0,24,1,0.0,2,True,False,184182.25,False,1,0,0
2473,782,1,52,4,0.0,1,True,True,52759.82,True,0,0,1
2474,505,1,34,10,104498.79,1,False,True,126451.14,False,1,0,0
2475,671,0,29,6,0.0,2,False,False,12048.67,False,0,0,1
2476,801,1,42,6,0.0,2,True,True,95804.33,False,1,0,0
2477,604,1,26,8,149542.52,2,False,True,197911.52,False,1,0,0
2478,716,0,29,10,87946.39,1,True,True,182531.74,False,1,0,0
2479,624,0,45,3,68639.57,1,True,False,168002.31,True,1,0,0
2480,607,1,47,4,148826.32,1,True,True,79450.61,False,0,1,0
2481,827,0,60,2,0.0,2,False,True,60615.83,False,1,0,0
2482,606,1,61,5,108166.09,2,False,True,8643.21,False,1,0,0
2483,717,0,35,5,103214.71,1,True,False,172172.7,False,0,1,0
2484,651,1,40,1,134760.21,2,False,False,174434.06,True,0,1,0
2485,691,1,58,3,0.0,1,False,True,194930.3,True,1,0,0
2486,573,0,33,0,90124.64,1,True,False,137476.71,False,1,0,0
2487,723,1,38,6,0.0,2,True,True,94415.6,False,0,0,1
2488,584,0,46,6,87361.02,2,True,False,120376.87,True,0,1,0
2489,550,0,45,8,111257.59,1,False,False,97623.42,True,0,1,0
2490,611,0,61,3,131583.59,4,False,True,66238.23,True,1,0,0
2491,549,1,41,9,95020.8,3,True,True,131710.59,True,0,1,0
2492,850,0,24,1,0.0,2,False,True,69052.87,False,0,0,1
2493,668,1,34,5,80242.37,2,False,False,56780.97,False,0,1,0
2494,686,0,43,0,0.0,1,True,True,170072.9,False,1,0,0
2495,660,1,50,1,0.0,3,True,True,191849.15,True,1,0,0
2496,682,0,59,0,122661.39,1,False,True,84803.76,False,0,0,1
2497,524,1,50,4,0.0,2,True,True,31840.59,True,1,0,0
2498,645,0,36,8,0.0,2,True,True,12096.61,True,1,0,0
2499,850,1,42,0,0.0,2,True,False,44165.84,False,1,0,0
2500,537,0,53,3,0.0,1,True,True,91406.62,False,1,0,0
2501,599,0,46,7,81742.84,2,True,False,83282.21,False,0,0,1
2502,727,1,71,8,0.0,1,True,True,198446.91,True,0,0,1
2503,756,1,30,2,145127.85,1,False,False,7554.68,False,0,0,1
2504,755,1,38,9,148912.44,1,True,False,80416.16,False,1,0,0
2505,634,0,41,4,0.0,2,True,True,164549.74,False,0,0,1
2506,837,1,26,4,89900.24,2,True,False,175477.03,False,1,0,0
2507,727,0,30,8,119027.28,2,True,True,137903.54,False,0,1,0
2508,567,0,40,2,105222.86,2,True,False,93795.86,False,0,1,0
2509,650,0,30,6,0.0,1,False,False,67997.13,True,0,0,1
2510,655,1,34,1,116114.93,1,True,True,49492.15,False,0,0,1
2511,763,0,58,9,187911.55,1,False,True,35825.18,False,1,0,0
2512,843,0,27,5,0.0,2,True,True,67494.23,False,1,0,0
2513,667,0,38,6,144432.04,1,True,True,73963.17,True,1,0,0
2514,705,0,50,4,77065.9,2,False,True,145159.26,False,1,0,0
2515,660,0,29,6,180520.29,1,True,True,123850.58,False,0,1,0
2516,553,1,37,1,0.0,2,False,False,23822.04,False,1,0,0
2517,612,0,37,6,130024.87,1,True,True,45750.21,True,0,1,0
2518,641,0,40,2,110086.69,1,True,False,159773.14,False,0,1,0
2519,513,0,31,5,174853.46,1,True,False,84238.63,False,0,0,1
2520,680,1,44,7,108724.98,1,False,True,72330.46,False,1,0,0
2521,711,1,58,9,91285.13,2,True,True,26767.85,False,1,0,0
2522,689,1,40,2,0.0,2,True,True,164768.82,False,0,0,1
2523,665,0,51,9,110610.41,2,False,True,1112.76,True,0,1,0
2524,551,1,54,5,102994.04,1,True,False,176680.16,True,0,1,0
2525,645,1,36,4,97240.2875,2,True,False,43999.64,False,0,0,1
2526,616,1,29,8,149318.55,1,True,False,140746.13,False,0,1,0
2527,582,0,32,1,116409.55,1,False,True,152790.92,False,1,0,0
2528,365,1,30,0,127760.07,1,True,False,81537.85,True,0,1,0
2529,697,0,38,6,132591.36,1,True,True,7387.8,True,0,1,0
2530,704,1,31,0,0.0,2,True,False,183038.33,False,1,0,0
2531,656,0,46,5,97240.2875,2,True,True,138849.06,False,1,0,0
2532,712,0,31,7,0.0,2,True,False,170333.38,False,1,0,0
2533,748,1,40,0,0.0,1,False,False,60416.76,False,1,0,0
2534,724,1,28,9,0.0,2,True,True,100240.2,False,1,0,0
2535,691,1,50,6,136953.47,1,True,True,2704.98,False,1,0,0
2536,563,1,33,8,0.0,2,False,True,68815.05,False,1,0,0
2537,741,1,37,5,0.0,1,True,True,64839.23,False,1,0,0
2538,778,1,44,8,97240.2875,1,True,False,144494.94,False,1,0,0
2539,848,1,22,7,120811.89,1,True,True,185510.34,False,0,0,1
2540,634,1,38,2,148430.55,1,True,True,56055.72,False,0,1,0
2541,505,1,40,6,47869.69,2,True,True,155061.97,False,0,1,0
2542,692,1,53,7,150926.99,2,False,False,119817.19,False,0,1,0
2543,537,0,37,6,103163.35,1,True,False,16259.64,True,0,1,0
2544,633,1,29,10,130206.28,1,True,False,184654.87,False,1,0,0
2545,833,0,28,4,136674.51,2,False,False,5278.78,False,1,0,0
2546,592,0,40,2,200322.45,1,True,True,113244.73,False,0,0,1
2547,587,1,48,1,0.0,2,True,True,8908.0,False,0,0,1
2548,550,1,62,7,80927.56,1,False,True,64490.67,False,0,0,1
2549,680,0,24,10,0.0,3,True,False,154971.63,True,1,0,0
2550,622,0,41,9,0.0,2,True,True,155786.39,False,0,0,1
2551,594,1,28,0,142574.71,2,True,False,129084.82,False,0,1,0
2552,643,0,34,7,160426.07,1,False,True,188533.11,False,0,1,0
2553,635,0,34,5,98683.47,2,True,False,15733.19,False,0,0,1
2554,657,1,32,3,118829.03,2,True,True,73127.61,False,1,0,0
2555,814,1,31,1,118870.92,1,True,False,101704.19,False,1,0,0
2556,600,1,32,1,0.0,1,True,True,101986.16,False,1,0,0
2557,682,0,46,2,0.0,1,True,True,114442.66,False,1,0,0
2558,682,1,38,4,107192.38,1,True,True,15669.17,False,1,0,0
2559,566,1,42,3,108010.78,1,True,True,157486.1,False,1,0,0
2560,550,1,34,3,0.0,1,False,False,131281.28,False,0,0,1
2561,630,1,26,7,129837.72,2,False,True,197001.15,False,1,0,0
2562,546,0,58,3,106458.31,4,True,False,128881.87,True,0,1,0
2563,486,1,63,9,97009.15,1,True,True,85101.0,False,1,0,0
2564,762,1,35,9,122929.42,2,False,False,149822.04,False,0,0,1
2565,692,1,45,6,152296.83,4,False,True,108040.86,True,0,1,0
2566,498,0,30,1,0.0,2,False,False,135795.53,False,1,0,0
2567,850,1,49,8,0.0,1,False,False,25867.67,True,0,0,1
2568,603,1,35,6,128993.76,2,True,False,130483.56,False,1,0,0
2569,551,0,36,5,0.0,1,True,False,183479.12,False,1,0,0
2570,627,1,37,0,185267.45,2,True,True,77027.34,False,0,1,0
2571,515,0,28,9,0.0,2,False,False,94141.75,False,1,0,0
2572,605,0,29,3,116805.82,1,False,False,4092.75,False,0,0,1
2573,567,1,29,5,129750.68,1,True,False,109257.59,False,0,1,0
2574,568,0,29,2,129177.01,2,False,True,104617.99,False,0,1,0
2575,571,0,25,6,82506.72,2,True,False,167705.07,False,0,1,0
2576,634,1,48,2,107247.69,1,True,True,103712.05,True,0,1,0
2577,768,0,42,3,0.0,1,False,False,161242.99,True,0,0,1
2578,554,0,36,3,157780.93,2,True,False,6089.13,False,0,1,0
2579,629,1,35,1,172170.36,1,True,True,159777.37,False,1,0,0
2580,638,1,48,2,0.0,2,True,True,7919.08,False,0,0,1
2581,576,1,41,1,0.0,1,True,True,188274.6,False,1,0,0
2582,661,0,42,9,75361.44,1,True,False,27608.12,True,0,0,1
2583,592,0,27,4,0.0,2,True,True,183569.25,False,1,0,0
2584,702,1,30,2,0.0,2,True,True,145537.32,False,0,0,1
2585,647,0,29,0,98263.46,2,True,False,164717.95,False,1,0,0
2586,593,1,37,9,0.0,2,True,True,76357.43,False,1,0,0
2587,712,0,40,3,109308.79,2,True,False,120158.72,True,0,1,0
2588,625,0,31,8,0.0,2,True,False,151843.54,False,0,0,1
2589,538,0,37,6,164365.44,1,False,True,5698.97,False,0,1,0
2590,637,0,37,5,98800.0,1,True,False,122865.55,False,0,0,1
2591,632,1,27,4,193125.85,1,True,True,152665.85,False,1,0,0
2592,736,1,27,5,51522.75,1,False,True,192131.77,False,1,0,0
2593,755,1,23,5,84284.48,2,True,True,62851.6,False,1,0,0
2594,425,0,39,5,0.0,2,True,False,140941.47,False,0,0,1
2595,461,1,51,9,119889.84,1,False,False,56767.67,True,1,0,0
2596,745,1,21,4,137910.45,1,True,True,177235.23,False,1,0,0
2597,616,0,37,6,0.0,1,True,False,86242.18,False,1,0,0
2598,587,1,33,5,100116.82,1,True,False,34215.58,False,1,0,0
2599,850,1,40,4,166082.15,2,False,True,44406.17,False,0,1,0
2600,601,0,38,0,0.0,2,True,False,165196.65,False,1,0,0
2601,730,1,26,3,0.0,1,True,False,34542.41,False,0,0,1
2602,532,1,44,3,148595.55,1,True,False,74838.64,True,1,0,0
2603,850,1,53,2,94078.97,2,True,False,36980.54,False,0,1,0
2604,779,0,34,5,0.0,2,False,True,111676.63,False,0,0,1
2605,562,1,29,9,0.0,1,True,True,25858.68,False,1,0,0
2606,670,1,40,2,164948.98,3,False,False,177028.0,True,0,1,0
2607,729,0,62,4,140549.4,1,True,False,30990.16,True,1,0,0
2608,767,0,44,2,152509.25,1,True,True,136915.15,False,1,0,0
2609,742,0,28,2,191864.51,1,True,False,108457.99,True,1,0,0
2610,669,0,44,8,96418.09,1,False,False,131609.48,True,1,0,0
2611,542,1,32,2,131945.94,1,False,True,159737.56,False,0,0,1
2612,586,1,29,3,0.0,2,True,True,142238.54,False,1,0,0
2613,612,1,30,9,142910.15,1,True,False,105890.55,True,0,1,0
2614,740,0,37,7,0.0,2,True,True,194270.91,False,1,0,0
2615,584,1,35,3,146311.58,1,True,True,105443.47,False,1,0,0
2616,524,1,52,2,87894.26,1,True,False,173899.42,True,1,0,0
2617,614,1,19,5,97445.49,2,True,False,122823.34,False,1,0,0
2618,598,0,64,9,0.0,1,False,True,13181.37,True,1,0,0
2619,799,1,35,7,0.0,2,False,True,140780.8,False,0,0,1
2620,724,1,34,2,154485.74,2,False,False,78560.64,False,1,0,0
2621,601,1,50,2,115625.07,1,True,False,185855.21,False,1,0,0
2622,804,1,25,7,108396.67,1,True,False,128276.95,False,1,0,0
2623,745,1,38,5,65095.41,2,True,True,140197.42,False,0,1,0
2624,667,1,43,1,103018.45,1,True,False,32462.39,True,0,1,0
2625,518,0,38,10,84764.79,1,True,True,162253.9,False,1,0,0
2626,819,0,38,10,0.0,2,True,False,30498.7,False,1,0,0
2627,520,0,35,4,115680.81,1,True,True,90280.7,False,0,0,1
2628,625,0,39,5,0.0,2,True,False,32615.21,False,1,0,0
2629,673,1,36,5,73088.06,2,False,False,196142.26,False,0,1,0
2630,656,0,27,3,150905.03,2,True,False,16998.72,False,0,1,0
2631,850,0,23,9,143054.85,1,False,True,62980.96,False,0,0,1
2632,574,0,28,7,0.0,2,False,False,185660.3,False,0,0,1
2633,679,1,60,6,0.0,2,True,True,77331.77,False,1,0,0
2634,530,0,42,0,99948.45,1,False,True,97338.62,False,1,0,0
2635,508,1,44,3,115451.05,2,False,False,67234.33,False,1,0,0
2636,558,1,32,4,108235.91,1,True,True,143783.28,False,0,1,0
2637,414,1,38,8,0.0,1,False,True,77661.12,True,1,0,0
2638,648,1,42,2,98795.61,2,True,False,89123.99,False,0,0,1
2639,721,0,37,1,0.0,2,True,False,70810.8,False,1,0,0
2640,751,1,31,8,0.0,2,False,False,17550.49,False,1,0,0
2641,662,1,34,2,0.0,2,False,True,21497.27,False,1,0,0
2642,628,1,29,3,113146.98,2,False,True,124749.08,False,0,1,0
2643,597,0,39,8,162532.14,3,True,False,36051.46,True,0,1,0
2644,698,0,40,0,92053.44,1,True,True,143681.83,False,0,0,1
2645,723,1,37,7,0.0,2,True,True,150694.58,False,1,0,0
2646,586,0,28,5,0.0,3,True,False,170487.4,True,1,0,0
2647,633,0,29,8,104944.1,1,True,True,97684.46,False,0,1,0
2648,564,1,31,4,0.0,2,True,False,53520.03,False,1,0,0
2649,649,0,31,2,0.0,2,True,False,15200.61,False,1,0,0
2650,622,0,30,4,107879.04,1,False,True,196894.62,False,1,0,0
2651,459,1,46,7,110356.42,1,True,False,4969.13,True,0,1,0
2652,718,1,27,2,0.0,2,False,False,26229.24,False,1,0,0
2653,655,0,37,4,109783.69,2,True,False,134034.32,False,0,0,1
2654,696,1,22,9,149777.0,1,True,True,198032.93,False,1,0,0
2655,637,0,38,3,104339.56,1,False,False,119882.86,False,1,0,0
2656,630,0,21,1,85818.18,1,True,True,133102.3,False,0,0,1
2657,592,1,37,4,212692.97,1,False,False,176395.02,False,1,0,0
2658,634,1,37,1,89696.84,2,True,True,193179.88,False,0,1,0
2659,608,0,28,9,0.0,2,True,True,125062.02,False,1,0,0
2660,565,0,32,9,68067.24,1,True,False,143287.58,False,0,1,0
2661,763,1,67,9,148564.66,1,False,True,87236.4,False,0,0,1
2662,665,0,55,8,136354.16,1,True,True,93769.89,False,1,0,0
2663,649,1,38,1,122214.0,1,False,True,88965.46,False,1,0,0
2664,695,1,45,3,0.0,2,True,True,30793.61,False,1,0,0
2665,775,1,70,6,119684.88,2,True,True,74532.02,False,0,1,0
2666,788,1,39,3,135139.33,1,False,True,113086.08,False,1,0,0
2667,569,0,42,9,146100.75,1,True,False,32574.01,True,0,1,0
2668,726,0,56,8,123110.9,3,False,True,130113.78,True,0,0,1
2669,564,0,44,3,111760.4,3,True,True,104722.47,True,0,1,0
2670,544,0,32,9,110728.39,1,True,True,14559.62,False,1,0,0
2671,614,0,41,8,121558.46,1,True,True,598.8,False,1,0,0
2672,453,0,38,8,120623.21,1,True,False,129697.99,False,0,1,0
2673,471,0,58,4,114713.57,1,True,True,36315.03,False,1,0,0
2674,829,0,37,3,103457.76,1,False,False,1114.12,False,0,1,0
2675,754,1,57,2,101134.87,2,True,True,70954.41,False,0,1,0
2676,749,1,46,10,78136.36,1,True,True,73470.98,False,0,1,0
2677,667,0,23,1,0.0,2,True,False,91573.19,False,1,0,0
2678,670,1,30,3,133446.34,1,False,False,3154.95,False,0,0,1
2679,670,0,33,7,0.0,2,True,True,88187.81,False,1,0,0
2680,623,0,48,1,108076.33,1,True,False,118855.26,True,0,1,0
2681,571,1,32,5,131354.25,1,True,False,125256.53,False,1,0,0
2682,641,0,37,7,62974.64,2,False,True,39016.43,False,0,1,0
2683,551,0,30,2,143340.44,1,True,False,145796.49,False,0,1,0
2684,741,1,36,8,116993.43,1,True,False,168816.22,False,0,1,0
2685,472,1,31,4,58662.92,2,False,True,73322.0,False,1,0,0
2686,650,1,41,3,128808.65,3,False,False,113677.53,True,0,0,1
2687,625,1,45,7,137555.44,1,False,False,124607.7,False,1,0,0
2688,650,1,34,4,142393.11,1,True,True,11276.48,False,0,1,0
2689,535,0,38,8,0.0,2,True,False,136620.64,False,1,0,0
2690,649,0,41,2,125785.23,1,True,True,70523.92,False,1,0,0
2691,689,1,22,4,136444.25,1,True,False,51980.25,True,1,0,0
2692,694,1,38,7,121527.4,1,True,False,113481.02,False,0,0,1
2693,655,1,52,9,144696.75,1,True,True,49025.79,False,0,1,0
2694,620,1,36,8,0.0,2,True,True,145937.99,False,1,0,0
2695,577,0,35,10,0.0,2,True,True,25161.61,False,1,0,0
2696,401,1,48,8,128140.17,1,True,False,175753.55,True,0,1,0
2697,599,1,25,6,120383.41,1,True,True,24903.09,False,1,0,0
2698,481,0,57,9,0.0,3,True,True,169719.35,True,1,0,0
2699,704,1,42,8,129735.3,2,True,True,179565.57,False,1,0,0
2700,698,0,31,8,185078.26,1,False,False,115337.74,True,0,0,1
2701,480,0,28,6,0.0,2,False,False,48131.92,False,1,0,0
2702,682,1,42,0,0.0,1,True,True,160828.98,False,1,0,0
2703,700,1,31,7,0.0,2,False,True,145151.96,False,0,0,1
2704,492,1,29,1,144591.96,1,True,True,196293.76,False,1,0,0
